idx,0.05,0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95,1.00,1.05,1.10,1.15,1.20,1.25,1.30,1.35,1.40,1.45,1.50,1.55,1.60,1.65,1.70,1.75,1.80,1.85,1.90,1.95,2.00
20,1.1472,1.1472,1.3552,1.3552,1.3552,1.378,1.3781,1.3809,1.4295,1.4441,1.4648,0.9307,0.9311,0.9508,0.8866,0.9868,1.0057,1.0054,1.0067,1.0008,1.0006,0.9574,0.9635,0.9635,0.9635,1.0946,1.1027,1.1302,0.977,0.9773,0.9898,1.0653,0.9823,0.9808,0.9811,1.0409,0.9909,1.0499,1.0551,1.1175
21,2.7309,2.7309,2.2541,2.2541,2.2541,2.2453,2.3112,2.5135,2.3314,2.2097,2.2943,2.2491,2.3652,2.4364,2.5392,2.5303,2.6763,2.6981,2.9474,2.8695,2.9068,2.9301,3.0666,3.1464,3.1529,3.1474,3.1964,3.1405,3.1601,3.0971,3.121,3.3067,3.3946,3.3482,3.2447,3.2842,3.3125,3.3752,3.3656,3.3485
22,3.8713,3.8713,8.07,8.07,8.0701,8.0701,8.1539,7.8109,7.8924,8.0192,7.9865,8.1684,8.1646,8.2698,8.1687,8.0291,7.9813,8.1199,8.1807,8.1199,8.1832,8.0833,7.9496,8.0325,8.1318,8.4324,8.3378,8.2915,8.2039,8.3844,8.3658,8.5027,8.5716,8.4767,8.4842,8.5152,8.4175,8.461,8.4421,8.3528
23,1.9445,1.9445,1.61,1.61,1.61,1.6503,1.9253,1.7255,1.7692,2.2842,1.7681,1.9354,2.3537,2.297,2.2561,1.9909,1.9571,2.5377,2.8135,2.712,2.2678,2.3286,2.3345,2.6896,2.2618,2.1556,1.7232,1.7066,1.6206,1.5305,1.4544,1.1762,0.4395,0.7692,0.8276,0.9715,1.2159,1.2353,1.2369,1.1912
24,3.9537,3.9537,0.7319,0.7319,0.7523,0.747,0.2659,0.2854,0.9862,0.9833,1.1276,0.8572,0.7204,0.7603,0.8522,1.111,1.2033,1.088,1.1973,1.2974,1.338,1.2872,1.3685,1.5691,1.5758,1.7746,1.7814,1.8399,1.8582,1.9309,1.8641,1.9393,1.861,1.9208,1.8624,1.9945,1.9853,1.9417,1.9308,1.8714
25,3.4049,3.4049,2.1751,2.1751,2.116,2.1774,2.0486,2.3475,2.1787,2.3332,2.1844,2.254,2.5051,2.4053,2.1948,2.3283,2.023,1.8154,1.9007,1.7615,1.7453,1.6415,1.7813,1.8288,1.7451,1.9612,1.8457,1.6486,1.7293,1.699,1.6517,1.7708,1.8495,1.9985,1.9236,1.7417,1.5668,1.551,1.4297,1.8432
26,2.1802,2.1802,2.8321,2.8321,2.8374,2.8517,2.8222,2.7325,2.5508,2.4456,2.4778,2.5795,2.6364,2.6385,2.9192,2.881,2.847,2.9378,3.1232,3.0141,3.039,2.9507,3.0801,3.006,3.075,3.114,3.1336,3.239,3.2532,3.2878,3.3911,3.396,3.3649,3.5297,3.4859,3.4974,3.5161,3.446,3.1483,3.1187
27,2.0335,2.0335,0.7919,0.7919,0.8018,0.7783,0.8019,0.7835,0.657,0.5078,0.7333,0.6412,0.8647,0.9396,0.7804,0.8585,0.8735,0.7586,0.9547,1.149,1.172,1.0461,1.0552,0.9406,1.0432,1.0138,0.9338,0.9819,1.0076,0.9505,0.9258,0.9987,1.0387,1.1182,1.1102,1.0712,1.0161,0.9861,1.1182,1.0367
28,3.0875,3.0875,1.6324,1.6324,1.638,1.6318,1.6484,1.7447,1.7648,1.7635,1.4265,1.3106,1.1604,1.0352,0.7966,0.8293,0.9949,1.1694,1.4958,1.6545,1.6237,1.9194,1.9665,1.6518,1.9104,2.169,2.0905,2.1558,2.2693,2.4148,2.3488,2.4074,2.3824,2.6915,2.6805,2.6791,2.6324,2.5984,2.638,2.6379
29,1.1974,1.1974,1.1242,1.1242,1.1242,1.1241,1.1658,0.9852,1.0221,0.9318,0.8223,1.2114,1.271,1.0015,1.2358,1.254,1.2918,1.2024,1.3394,0.9801,0.7765,0.9927,1.0322,1.1551,1.1479,0.7498,0.4294,0.4767,0.6145,0.6728,0.6001,0.7704,0.7806,0.7223,0.879,1.1467,1.1471,1.2683,1.0225,0.9541
30,7.8753,7.8753,7.9554,7.9554,7.9551,7.975,7.9861,7.948,7.9934,8.0692,8.1308,8.1809,8.2196,8.1377,8.1509,8.0452,8.0665,8.1087,8.1156,8.0614,8.1153,8.0937,8.1047,8.0998,8.1268,8.1309,8.0995,8.0753,8.0531,8.0213,8.1837,8.178,8.1879,8.1922,8.1644,7.9172,7.9311,7.8846,7.8848,7.8449
31,2.0605,2.0605,2.7372,2.7372,2.755,2.7997,2.8262,2.792,2.704,2.8574,2.8703,2.745,2.8842,2.8067,2.5704,2.7732,2.8513,2.9147,2.8764,2.657,2.3704,2.4459,2.4721,2.5796,2.5684,2.5424,2.5898,2.5437,2.4409,2.0828,1.6874,1.5574,1.4154,1.3621,1.269,1.2409,1.234,1.1089,1.069,0.9897
32,0.5037,0.5037,4.2619,4.2619,4.2619,4.281,4.5557,4.5736,4.448,4.8187,4.1504,5.0114,0.728,0.584,0.6503,5.2184,3.904,1.0017,0.8237,0.8656,0.9298,0.9673,0.8272,0.5902,0.5646,0.547,0.5924,0.5004,0.5513,0.5466,0.4088,0.4594,0.2867,0.4629,0.6449,0.3823,0.4827,0.4723,0.487,1.1592
33,0.9839,0.9839,2.3208,2.3208,2.2964,2.315,2.3991,2.5668,2.3447,2.3074,2.3294,1.9511,2.4296,1.3767,1.7885,1.7955,1.7858,2.1081,2.2849,1.802,2.069,2.5206,2.074,1.9413,1.5299,1.9762,1.8296,1.6464,2.6078,2.632,2.6049,2.4805,2.8975,2.8107,2.8167,2.5966,2.6136,2.5473,2.5169,2.3583
34,10.288,10.288,0.8708,0.8708,0.8708,0.8707,0.8788,0.9408,0.9793,1.1331,1.0612,1.041,1.0471,1.0645,1.0542,1.0909,1.1296,1.1523,1.1472,1.1348,1.133,1.0661,1.0618,1.0646,1.0066,0.9117,0.9248,1.1042,1.0178,0.9719,1.0358,1.0298,1.1086,1.0764,1.0737,1.0559,1.1091,1.1489,1.0946,1.194
35,5.2963,5.2963,0.5436,0.5436,0.5479,0.537,0.7367,0.6532,1.1362,1.0033,0.9803,0.7699,0.8836,0.4683,0.49,0.8561,0.5084,1.4124,1.8502,1.5272,1.3898,1.3905,2.5161,2.434,1.4945,1.5218,2.0198,2.0248,2.0954,2.0256,1.9976,1.8766,2.2265,2.0188,2.3575,2.3569,2.1302,2.8835,2.8221,2.6395
36,5.2543,5.2543,5.1269,5.1269,5.1486,5.0232,5.0444,4.8351,5.2125,4.9559,5.0747,5.2342,5.0622,5.4176,5.3608,5.0321,5.1479,4.8804,4.893,4.7886,4.7355,4.6897,4.708,4.693,4.7636,4.6334,4.5561,4.773,5.0922,5.1815,5.31,5.4416,5.3973,5.4304,5.3045,5.3897,5.4408,5.4223,5.793,5.8531
37,1.1151,1.1151,0.3191,0.3191,0.3083,0.3115,0.266,0.3819,0.459,0.3356,0.3078,0.4128,0.6992,0.6249,0.5031,0.2811,0.2112,0.1933,0.2554,0.3836,0.3958,0.4816,0.5257,0.5215,0.5006,0.6014,0.6633,0.7276,0.6853,0.6605,0.5547,0.5225,0.4708,0.5291,0.6637,0.7775,0.9014,0.8947,0.932,0.936
38,7.7957,7.7957,1.4244,1.4244,1.4518,1.5443,1.6522,1.851,2.0497,1.8178,2.0596,2.471,1.9766,1.5937,1.3682,1.0816,1.2655,1.0846,0.8773,0.8302,0.7368,0.7124,0.9243,0.8948,0.9357,0.9239,0.7175,0.4978,0.5653,0.5038,0.4525,0.3054,0.4296,0.4166,0.4104,0.4427,0.7878,1.3336,1.8903,2.0834
39,8.9269,8.9269,2.9447,2.9447,2.9208,2.8245,2.9756,2.921,2.8354,2.7892,2.531,2.7031,2.7173,2.6904,2.7328,2.6631,2.5453,2.691,2.6289,3.0291,2.9893,3.1419,2.9973,2.7049,2.5817,2.1296,2.0535,2.0731,2.2722,2.6016,2.3676,2.2945,2.512,2.1119,2.2341,2.1595,2.3275,2.1748,2.1982,2.6348
40,18.4737,18.4737,18.1143,18.1143,18.1192,18.1691,18.1518,18.1038,18.0597,18.05,18.1733,18.3321,18.24,18.3389,18.4324,18.3639,18.4542,18.4183,18.4072,18.3159,18.4637,18.3547,18.3688,18.4949,18.4737,18.5932,18.5955,18.3858,18.2978,18.4732,18.3283,18.1888,18.2444,18.4841,18.4598,18.3254,18.0257,18.3454,18.7076,18.7272
41,2.4226,2.4226,2.0938,2.0938,2.0938,2.1006,2.0987,2.0968,1.9562,1.9772,1.9861,2.1127,2.2039,2.1464,2.2904,2.3869,2.2781,2.3048,2.2156,2.2423,2.27,2.1149,2.0946,2.1708,2.1668,2.198,2.2301,2.1159,2.0799,2.4221,2.3741,2.1974,2.1629,2.3907,2.3762,2.3677,2.381,2.3638,2.3015,2.3113
42,0.5238,0.5238,1.2963,1.2963,1.2961,1.3016,1.2695,1.2454,1.229,1.2771,1.2434,1.2049,1.1971,1.1896,1.1722,1.2663,1.2718,1.1807,1.2216,1.2359,1.1854,1.1908,1.2408,1.2769,1.2857,1.2784,1.2822,1.29,1.3231,1.3372,1.3384,1.3003,1.3069,1.3511,1.4078,1.4164,1.4071,1.41,1.3871,1.3997
43,2.4873,2.4873,4.0303,4.0303,4.0303,4.0174,3.9542,4.083,4.2158,4.1972,3.5869,3.3686,3.2961,3.2976,3.8499,3.9437,4.2369,4.4442,4.4921,4.9117,4.3571,4.536,4.4471,4.2925,4.0073,4.756,4.8235,4.9007,4.8294,4.8382,5.1693,5.1219,5.3904,5.4952,5.3856,5.2976,5.1615,4.9818,4.9964,5.0071
44,1.3841,1.3841,0.9808,0.9808,0.9808,0.9937,0.9015,0.9883,0.8229,0.6994,0.7062,0.8075,0.7389,0.8219,0.8379,0.9381,0.9826,1.116,1.058,1.0805,1.1074,1.0287,0.5457,0.3018,0.1048,0.0845,0.0261,0.2828,0.3663,0.4329,0.3793,0.4411,0.5661,0.5555,0.4475,0.4722,0.4235,0.4259,0.5155,0.5625
45,3.6152,3.6152,5.3267,5.3267,5.3159,5.3145,5.2529,4.9865,5.2258,5.4523,5.4198,5.3324,4.9428,5.012,4.7087,4.2829,4.3109,4.1437,4.0622,3.8338,3.7877,3.8188,3.6559,3.532,3.5057,3.382,3.5066,3.3892,3.4092,3.4363,3.464,3.2914,3.337,3.3277,3.3037,3.3048,3.2967,3.2507,3.2869,3.1523
46,1.8486,1.8486,1.2081,1.2081,1.2272,1.1689,1.1049,1.0688,1.0639,1.0873,1.1477,1.0932,0.9736,1.0387,0.9819,1.0383,0.9985,1.0087,1.0134,1.0295,1.0161,0.987,0.9907,1.0494,1.0245,1.0934,0.9902,1.1035,1.096,0.9975,0.9297,0.9627,0.8625,1.039,1.0233,1.0684,1.0137,1.0453,1.0491,0.9939
47,8.8745,8.8745,15.7065,15.7065,15.7065,15.7051,15.7266,15.8668,15.9818,15.8062,15.81,15.8456,15.8153,16.0285,15.9157,16.2011,16.5877,16.699,16.3479,17.08,17.209,16.982,17.0429,17.1617,17.0148,16.752,16.4857,16.2652,15.6838,16.1057,16.014,15.8238,15.914,15.8668,15.4353,14.8231,14.7402,14.5406,14.3497,14.356
48,3.1124,3.1124,3.4613,3.4613,3.462,3.461,3.5519,2.9362,2.6075,3.0061,4.0835,3.967,3.0723,2.4304,3.1175,5.3334,3.6608,2.5605,3.3679,3.5394,3.7804,3.4774,3.1107,3.3141,3.5912,3.443,3.5615,3.56,3.5721,3.1742,3.4584,3.476,3.8865,3.8874,3.9067,3.7983,3.6838,3.745,3.7426,3.7859
49,0.9088,0.9088,8.6821,8.6821,8.6821,8.7239,8.8635,9.214,8.9774,13.7519,13.0869,8.928,9.2725,10.3361,13.7036,10.5949,10.4197,10.9285,18.5564,11.1938,18.5583,15.4832,13.9569,14.3426,13.9273,10.3175,10.0963,9.9744,9.396,9.7671,9.8799,11.0609,11.0005,8.8902,8.7812,9.0961,9.4258,9.3909,9.142,8.8852
50,1.6526,1.6526,4.0173,4.0173,4.0173,4.0572,4.0391,4.1785,3.8403,3.9145,3.8334,3.7496,3.949,3.8418,3.6986,3.7317,3.8232,3.7582,3.5353,3.4757,3.3984,3.4605,3.3196,3.3692,3.4921,3.5727,3.5504,3.5394,3.5169,3.6024,3.5767,3.512,3.4451,3.4564,3.5548,3.5168,3.5591,3.5681,3.5539,3.6008
51,5.3397,5.3397,6.2701,6.2701,6.2701,6.2571,6.3719,6.34,6.2675,6.2665,6.3843,6.3956,6.2015,6.4836,6.6499,6.7194,6.6492,6.4703,6.5572,6.5385,6.7691,6.9242,7.0797,7.1994,7.2524,7.5011,7.7356,7.8051,7.9178,7.8285,7.8166,7.4267,7.6136,7.37,7.3917,7.5716,7.5039,7.3278,7.045,7.1827
52,1.894,1.894,4.0659,4.0659,4.0658,4.2041,4.1882,4.0453,4.1977,4.3936,4.4397,4.3827,3.7894,3.2284,3.0241,2.8502,2.7444,2.7152,2.728,2.548,2.5955,2.8576,2.7425,2.7537,2.8323,2.8605,3.3053,3.463,4.7093,5.2785,5.921,5.9774,6.1777,6.2314,6.3096,6.2633,6.2548,6.1926,6.0976,6.0208
53,0.7081,0.7081,0.9302,0.9302,0.9302,0.9253,1.0565,1.1134,1.1744,1.2201,1.2486,1.3714,1.3748,1.3546,1.1419,1.105,0.425,1.041,1.1161,1.0767,0.7345,0.7345,0.7379,0.5674,0.5168,0.414,0.4273,0.2773,0.4526,0.4224,0.4933,0.5284,0.5991,0.472,0.503,0.565,0.5802,0.5521,0.5979,0.5847
54,5.6928,5.6928,9.8958,9.8958,9.8867,9.8714,9.8525,9.9388,10.1165,10.2353,10.1342,10.0561,9.9999,9.7797,9.9212,10.3681,10.1383,10.0668,9.8795,9.8313,9.6341,8.9498,8.0495,7.844,7.4397,7.1692,7.064,7.0313,6.646,6.4783,6.4643,6.5329,6.5582,6.5423,6.6717,6.6543,6.6071,6.7587,6.7385,6.7153
55,7.4963,7.4963,7.0941,7.0941,7.0942,7.1323,7.1023,7.191,7.1395,7.0193,6.8992,7.0281,7.2818,7.7541,7.8252,8.0422,7.7242,7.9044,7.8347,7.6081,7.5989,7.4074,7.6109,7.4732,7.0016,6.8505,7.1286,7.0806,7.0374,7.0967,7.1406,7.0366,6.9776,7.1016,7.0247,7.1629,7.008,7.0561,6.9792,7.0352
56,1.014,1.014,1.5351,1.5351,1.535,1.5297,1.5244,1.5151,1.516,1.4552,1.45,1.4241,1.3902,1.3359,1.3168,1.35,1.3584,1.3364,1.2905,1.3002,1.3106,1.4946,1.5476,1.544,1.6856,1.8331,1.8097,1.8298,1.8515,1.8582,1.8432,1.8903,1.8294,1.839,1.7736,1.6842,1.6278,1.6306,1.612,1.7214
57,1.5367,1.5367,6.7374,6.7374,6.7374,6.725,8.7194,8.3695,7.5581,7.7012,6.8051,6.984,7.122,6.8331,6.7308,5.8061,6.8256,7.0402,6.7649,6.485,6.597,6.8401,6.5006,6.6981,6.3241,5.374,5.6521,5.7343,6.1183,5.8717,6.1801,5.4344,6.0541,5.8727,6.1631,6.2068,7.4864,7.6029,5.0243,5.0936
58,3.8802,3.8802,1.2052,1.2052,1.2045,1.1474,1.699,1.9835,2.2247,1.6129,2.0795,2.3058,3.1205,3.2359,3.0326,2.9521,2.7503,2.507,1.6069,2.9181,2.7748,2.9759,1.3197,0.818,1.5258,1.5558,1.2456,0.8868,1.4023,1.346,1.186,0.8868,1.416,2.372,2.0728,2.1648,2.2193,2.1482,2.0177,3.5753
59,4.2377,4.2377,7.0537,7.0537,7.0537,7.0537,7.0537,7.094,7.094,7.0517,7.0941,6.7883,6.1363,6.4439,6.6557,6.4777,6.4024,6.3785,6.1825,6.4742,6.5594,6.42,6.6363,6.7658,6.664,6.7476,6.7103,6.704,6.6689,6.6628,6.7281,6.7095,6.7346,6.8419,6.8048,6.8443,6.715,6.7701,6.7846,6.7844
60,1.7729,1.7729,1.1332,1.1332,1.1332,1.1658,1.0009,0.761,0.5345,0.7455,0.7381,0.722,0.9506,1.4571,1.7659,1.5558,1.1815,1.4733,1.7834,3.1718,3.5626,3.6368,3.6732,3.7278,3.6116,3.6623,3.7393,3.6462,3.7227,3.7284,3.7261,3.7526,3.8802,3.8389,3.8414,3.8744,3.8708,4.0087,4.194,4.2262
61,1.0719,1.0719,3.5283,3.5283,3.5283,3.496,3.4608,3.4463,3.541,3.5587,3.7574,3.9911,4.1836,4.0511,4.1683,3.8787,3.8795,3.1715,3.0395,3.1478,3.4613,3.3241,3.1607,3.3275,3.0589,3.1198,3.2365,3.2385,3.3099,3.2663,3.1588,3.2874,3.2133,3.0838,3.0189,3.0918,3.0727,3.0065,2.7422,2.8731
62,0.4412,0.4412,1.8305,1.8305,1.8305,1.8275,1.8156,1.9001,1.5435,1.4736,1.418,1.5742,1.6031,1.8353,1.7773,1.8166,1.8577,1.5294,1.5955,1.344,1.2213,1.0663,1.0428,1.0262,0.8473,0.8075,0.6811,0.7645,0.7095,0.5666,0.2103,0.3137,0.3161,0.1738,0.2694,0.2343,0.3171,0.2503,0.2909,0.1179
63,3.5423,3.5423,2.6797,2.6797,2.6895,2.6334,2.4467,2.6467,2.6421,2.8879,2.8025,3.3272,3.5989,3.1742,3.1794,3.4582,3.5557,3.7957,3.7792,3.1523,3.2092,2.8138,2.5711,2.5654,2.6781,2.2979,2.2891,2.3917,2.2385,2.2911,2.3265,2.3367,2.3847,2.4583,2.5116,2.6038,2.7153,2.5895,2.5766,2.527
64,4.4489,4.4489,3.4265,3.4265,3.4265,3.5168,3.6476,3.7591,3.6919,3.8748,3.4797,4.2033,4.1586,3.9915,3.7458,3.7522,3.6385,3.5841,3.6989,3.7157,3.692,3.828,3.5934,3.6747,3.7599,3.7175,3.8792,3.9673,3.6636,3.3529,3.3265,3.2653,3.1547,3.1406,3.4931,3.3928,3.9576,4.3146,4.3152,4.0
65,3.75,3.75,2.4614,2.4614,2.4623,2.6678,2.8201,2.9049,3.1427,3.1755,3.3417,2.187,2.6668,2.521,2.4611,2.253,2.3751,2.0245,2.341,2.1029,2.205,2.0744,2.0745,1.9898,2.1513,2.0249,2.1922,2.2861,2.3928,2.5014,2.4607,2.617,2.7653,2.7409,2.7222,2.6988,2.6147,2.8821,2.9443,2.846
66,1.577,1.577,0.616,0.616,0.616,0.653,0.6582,0.7662,0.8756,0.4907,0.5924,0.6493,0.5539,0.7651,0.61,0.7757,0.919,1.0379,1.2382,1.3189,1.3368,1.1743,1.059,1.2162,1.2243,1.2631,1.3375,1.1907,1.2694,1.2748,1.2975,1.3505,1.4257,1.4246,1.4794,1.4524,1.507,1.5306,1.5304,1.4972
67,3.2795,3.2795,7.3026,7.3026,7.2971,7.2641,7.1605,7.2739,7.2226,5.8685,5.7791,5.9933,6.2296,6.6033,6.3579,6.7252,6.883,7.2916,4.1101,2.9892,2.7109,2.6569,2.6807,2.7331,2.8117,2.8049,2.859,3.038,3.0199,2.9123,2.8428,2.9807,3.1742,2.9758,3.2815,3.5643,3.2071,3.2705,3.1512,3.4484
68,2.9836,2.9836,2.5786,2.5786,2.5786,2.5898,2.5429,2.5829,2.9754,3.2262,3.5021,3.3093,3.5797,3.3578,3.0687,3.2082,3.3982,3.4733,3.6147,3.5648,3.7079,3.7334,3.6713,3.7264,3.8124,3.8679,3.795,3.8167,3.7647,3.6849,3.655,3.6911,3.6585,3.5557,3.3702,3.4022,3.5557,3.5413,3.626,3.7502
